review_text,rating,review_date,bank,source,app_package,clean_text,sentiment_label,sentiment_score,theme,category
nice,5,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking,nice,POSITIVE,0.9998552799224854,Other,Other
you are the reason why i got ye chogara himem,1,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking,you are the reason why i got ye chogara himem,NEGATIVE,0.9818922877311708,Other,Other
it is so smart app i recommend it for everyone,5,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking,it is so smart app i recommend it for everyone,POSITIVE,0.9998483657836914,Other,Other
excellent,5,2025-11-22,CBE,Google Play,com.combanketh.mobilebanking,excellent,POSITIVE,0.9998434782028198,Other,Other
ዳጊ,5,2025-11-21,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
absolutely right,5,2025-11-21,CBE,Google Play,com.combanketh.mobilebanking,absolutely right,POSITIVE,0.9998525381088256,Other,Other
mid application it's so annoying,3,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking,mid application it s so annoying,NEGATIVE,0.9997604489326476,Other,Other
I used morethan one year,4,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking,i used morethan one year,NEGATIVE,0.9802079796791076,Other,Other
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking,no word can explane about this app it is nice,NEGATIVE,0.6031375527381897,Other,Other
"It's great app,I love this app",5,2025-11-20,CBE,Google Play,com.combanketh.mobilebanking,it s great app i love this app,POSITIVE,0.9998723268508912,Other,Other
Nice,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,nice,POSITIVE,0.9998552799224854,Other,Other
suckkkks,1,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,suckkkks,NEGATIVE,0.9737535119056702,Other,Other
not allowing to transfer and showing current statement updates.,1,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,not allowing to transfer and showing current statement updates,NEGATIVE,0.99899822473526,Other,Other
I love you this app,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,i love you this app,POSITIVE,0.9998642206192015,Other,Other
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,fast and convenient app thanks for your dedication as a bank to provide good options to your cuatomers,POSITIVE,0.9991018772125244,Other,Other
make life easy,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,make life easy,POSITIVE,0.999527096748352,Other,Other
securr,5,2025-11-19,CBE,Google Play,com.combanketh.mobilebanking,securr,NEGATIVE,0.9891945123672484,Other,Other
My most optional bank,5,2025-11-17,CBE,Google Play,com.combanketh.mobilebanking,my most optional bank,POSITIVE,0.7555274963378906,Other,Other
5 star,5,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking,5 star,POSITIVE,0.9964116215705872,Other,Other
it is fantastic app.,5,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking,it is fantastic app,POSITIVE,0.9998737573623656,Other,Other
sifen,5,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking,sifen,NEGATIVE,0.8473548293113708,Other,Other
i like this√,4,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking,i like this,POSITIVE,0.9998672008514404,Other,Other
Ok,3,2025-11-16,CBE,Google Play,com.combanketh.mobilebanking,ok,POSITIVE,0.9997851252555848,Other,Other
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,CBE,Google Play,com.combanketh.mobilebanking,app update cache cleaning app login restricted,NEGATIVE,0.9993979930877686,Login/Access,Other
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,CBE,Google Play,com.combanketh.mobilebanking,seriously what s going on with this app the pay to beneficiary option is completely disabled for android users yet ios users get full access without restrictions why are android users being treated like second class customers it s the same app the same service but clearly not the same experience this kind of platform bias is unacceptable either give everyone the same features or be transparent about why you re limiting functionality right now it just feels unfair and frustrating,NEGATIVE,0.9995883107185364,Features/UI,Other
Like,5,2025-11-13,CBE,Google Play,com.combanketh.mobilebanking,like,POSITIVE,0.9910564422607422,Other,Other
Nice and very useful app i like it!,5,2025-11-13,CBE,Google Play,com.combanketh.mobilebanking,nice and very useful app i like it,POSITIVE,0.9998612403869628,Other,Other
Good,5,2025-11-13,CBE,Google Play,com.combanketh.mobilebanking,good,POSITIVE,0.999816119670868,Other,Other
smart app,4,2025-11-12,CBE,Google Play,com.combanketh.mobilebanking,smart app,POSITIVE,0.999789297580719,Other,Other
good App,5,2025-11-12,CBE,Google Play,com.combanketh.mobilebanking,good app,POSITIVE,0.9998493194580078,Other,Other
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,CBE,Google Play,com.combanketh.mobilebanking,sync problem may 22 2025 but the date stack on may 8 2025 help pls,NEGATIVE,0.992516815662384,Support,Other
ok,5,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking,ok,POSITIVE,0.9997851252555848,Other,Other
cbe is my choice,4,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking,cbe is my choice,POSITIVE,0.9987378716468812,Other,Other
Awesome,5,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking,awesome,POSITIVE,0.9998682737350464,Other,Other
I am not able to transfer. The app is not responding,1,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking,i am not able to transfer the app is not responding,NEGATIVE,0.9997859597206116,Other,Other
Very convenient App,5,2025-11-11,CBE,Google Play,com.combanketh.mobilebanking,very convenient app,POSITIVE,0.994573414325714,Other,Other
excellent but sometimes can not connect,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,excellent but sometimes can not connect,NEGATIVE,0.9832204580307008,Other,Other
wow apk,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,wow apk,POSITIVE,0.9992477893829346,Other,Other
best 100 %,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,best 100,POSITIVE,0.99979430437088,Other,Other
bad app,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,bad app,NEGATIVE,0.9997212290763856,Other,Other
best app,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,best app,POSITIVE,0.999686598777771,Other,Other
nice app,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,nice app,POSITIVE,0.9998061060905457,Other,Other
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,the app constantly glitches and won t stop loading despite having a decent connection and a cleared cache telebirr is way better,NEGATIVE,0.9192262887954712,Performance,Other
I can't access it properly I think it needs update,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,i can t access it properly i think it needs update,NEGATIVE,0.9995952248573304,Other,Other
👌👌,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,,POSITIVE,0.7481208443641663,Other,Other
best 👌,5,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,best,POSITIVE,0.9997941851615906,Other,Other
not Refresh,2,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,not refresh,NEGATIVE,0.999051868915558,Other,Other
your statement is not used as wanted,1,2025-11-10,CBE,Google Play,com.combanketh.mobilebanking,your statement is not used as wanted,NEGATIVE,0.99908447265625,Other,Other
good very good,5,2025-11-09,CBE,Google Play,com.combanketh.mobilebanking,good very good,POSITIVE,0.9998477697372437,Other,Other
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,CBE,Google Play,com.combanketh.mobilebanking,this is absolute trash why because it s not woking most time the servers are down even though i m using 4g data internet they steal not working they use to work with out even data package now it s trash can t even send money,NEGATIVE,0.9996209144592284,Other,Other
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking,bayeee galatooma kana caalati nu gammachisa,NEGATIVE,0.9713430404663086,Other,Other
Good !,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking,good,POSITIVE,0.999816119670868,Other,Other
i like it,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking,i like it,POSITIVE,0.99985933303833,Other,Other
Very nice app,5,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking,very nice app,POSITIVE,0.9998562335968018,Other,Other
the app is not functional this week.,4,2025-11-08,CBE,Google Play,com.combanketh.mobilebanking,the app is not functional this week,NEGATIVE,0.9996600151062012,Other,Other
very updated bank,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking,very updated bank,POSITIVE,0.999656081199646,Other,Other
tankyu,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking,tankyu,POSITIVE,0.8404368162155151,Other,Other
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking,numbers 2 and 3 don t write during pin verification,NEGATIVE,0.9856871962547302,Other,Other
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking,once it is uninstalled you need to visit a nearby bank you go there and they ask you to have a new sim card which hasn t been used before so you should buy a new sim card and you go back to them with a new sim card when you reach there service provider says authentication pin is not arrive the system is not working come back tomorrow,NEGATIVE,0.9983566403388976,Support,Other
loved it,5,2025-11-05,CBE,Google Play,com.combanketh.mobilebanking,loved it,POSITIVE,0.9998797178268432,Other,Other
this app is not working on my phone,5,2025-11-03,CBE,Google Play,com.combanketh.mobilebanking,this app is not working on my phone,NEGATIVE,0.9996734857559204,Other,Other
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play,com.combanketh.mobilebanking,cbe needs to show transaction fees before the transaction is confirmed and not after this is a big issue as fees are no longer insignificant,NEGATIVE,0.9801350235939026,Other,Other
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,CBE,Google Play,com.combanketh.mobilebanking,after the recent updates i am unable to download a receipt i can t see the names of account holders i ve previously transacted with very important please fix it asap,NEGATIVE,0.9976829290390016,Other,Other
wow 😘😘😘,4,2025-11-02,CBE,Google Play,com.combanketh.mobilebanking,wow,POSITIVE,0.999592125415802,Other,Other
mobile banking broblem,5,2025-11-01,CBE,Google Play,com.combanketh.mobilebanking,mobile banking broblem,NEGATIVE,0.991805911064148,Other,Other
good job,5,2025-11-01,CBE,Google Play,com.combanketh.mobilebanking,good job,POSITIVE,0.999835729598999,Other,Other
